Book Name,Publisher,Author,Discounted Price,Discount Percentage,New Price,Discounted Percentage
Psychopathology of Everyday Life,Liber Publishing,Sigmund Freud,"180,00",23,"138,60",
Sense and Sensibility,Liber Publishing,Jane Austen,"240,00",23,"184,80",
Son Krallık Serisi 3. Kitap - Kuzeyin Efendileri,Artemis Yayınları,Bernard Cornwell,"245,00",35,"159,25",
The Call of the Wild,Liber Publishing,Jack London,"90,00",23,"69,30",
Mum Işığı Deneme Yazılarım,Gülnar Yayınları,Dilaver Aygen,"220,00",28,"158,40",
Taras Bulba And Other Tales,Liber Publishing,Nikolay Vasiliyeviç Gogol,"220,00",23,"169,40",
Leonardo Da Vinci A Psychosexual Study Of An Infantile Reminiscence,Liber Publishing,Sigmund Freud,"80,00",23,"61,60",
Allah’ın Askerleri - Şeytan Karargahı Ortasındaki Kılıç 3,Gülnar Yayınları,Orhan Kaya,"250,00",28,"180,00",
Rüyalar ve Gerçek Hayat,Motto Yayınları,Hasan Karabulut,"150,00",33,"100,50",
Tuna - Fırat,Doksan Dokuz Yayınları,Mehmet Yılmaz,"250,00",23,"192,50",
Kısa Öykü ve Dilbilimsel Eleştiri,Bilge Kültür Sanat,Aysu Erden,"240,00",23,"184,80",
Son Zarf,Epsilon Yayınevi,Ahmet Erol,"168,50",40,"101,10",
Hâmüşân 30. Yılında Sivas,Ateş Yayınları,Gürcan Sağlam,"165,00",33,"110,55",
Zirvelerin Ötesinde,Ateş Yayınları,Selami Çınarcı,"165,00",33,"110,55",
Martıların Kanatlarında Yüreğim,Ateş Yayınları,Seyhan Özcan,"145,00",33,"97,15",
Has Bonkör,Ateş Yayınları,Ali İlhansayın,"180,00",33,"120,60",
Zan,Ateş Yayınları,Selim Koç,"180,00",33,"120,60",
Gençler İçin Hatıralarla Necip Fazıl,Nesil Yayınları,Vehbi Vakkasoğlu,"190,00",33,"127,30",
Konuşan Hikayelerim 3,Ateş Yayınları,Rasim Şengün,"100,00",33,"67,00",
Füg II - Bir Zihnin Tutsaklığı,Nobel Kültür,Servet Aşan,"80,00",23,"61,60",
Hatıralarım,Çamlıca Yayınları,Ahmet Kahraman,"230,00",28,"165,60",
Her Daim Kavganın İçerisinde,Belge Yayınları,Mehmet Alçınkaya,"300,00",28,"216,00",
Sevgisiz On Numaralı Oda,Ateş Yayınları,Öznur Akgül,"135,00",33,"90,45",
İlkel Komünal Toplumdan Köleci Topluma Eğitim Süreçleri,Şey Kitap,Orhan Yüce,"230,00",33,"154,10",
Bu Böyle,Şey Kitap,Ahmet İnce,"130,00",33,"87,10",
Tuna,Şey Kitap,Neslihan Muradoğlu Özkan,"130,00",33,"87,10",
Ekşi Erikler,Şey Kitap,Emine Erdem,"230,00",33,"154,10",
Orgazmen Ejdehayeki,Pall Weşan,Vehel Mihsin,"130,00",33,"87,10",
Hayatın Tüm Haziranları,Obiçim Yayınlar,Sevda Deniz Karali,"130,00",23,"100,10",
Ünlülerle Anılarım,Hatırat Yayınları,Seyfullah Çiçek,,,"190,00",
Küçük Acılar,Kırmızı Kedi Yayınevi,Şükrü Erbaş,"90,00",28,"64,80",
Sennur Sezer ve Şiirinde Toplumsal İnsani Değerler,Paradigma Akademi Yayınları,Zehra Yazbahar,"180,00",18,"147,60",
Halk Şiirleri,Çizgi Kitabevi Yayınları,Esat İleri,"148,00",18,"121,36",
Ermiş’in Bahçesi,Yüksel Yayıncılık,Halil Cibran,"50,00",38,"31,00",
Beethoven: Müziğin Ozanı,Can Çocuk Yayınları,Göknil Özkök,"135,00",40,"81,00",
Uygarlığın Sosyolojisi ve Türk Modernleşmesi,Paradigma Akademi Yayınları,Mehmet Devrim Topses,"120,00",18,"98,40",
Rüzgarların Masalıydım,Artshop Yayıncılık,Olcay Kasımoğlu,"125,00",38,"77,50",
Billur Köşk Masalları Ahmed Kamil Nüshası,Paradigma Akademi Yayınları,Emrah Tunç,"160,00",18,"131,20",
Brown Kardeşler Serisi,Artemis Yayınları,Talia Hibbert,"635,00",35,"412,75",
Caniler ve Ötekiler - Filistin Battaniyesi,Çizgi Kitabevi Yayınları,Bünyamin Aydemir,"120,00",18,"98,40",
Şiir Aktarı,Artshop Yayıncılık,Filiz Bekar,"60,00",38,"37,20",
Tarihten Edebiyata Köy Nesri,Paradigma Akademi Yayınları,Reyhan Çelik,"120,00",18,"98,40",
"Yaşına Göre Davran, Eve Brown",Artemis Yayınları,Talia Hibbert,"285,00",35,"185,25",
Çatalzeytin ve Karadeniz Öyküleri,Kırmızı Ada Yayınları,Hasan Doğan,"249,00",33,"166,83",
Kulüpteki Sinek,Armoni Yayıncılık,Doğuş Arslan Çakmakkaya,"70,00",33,"46,90",
Siya ye Din,Pall Weşan,Hesen Ildiz,"75,00",33,"50,25",
Senyör`ün Son Saati,Artshop Yayıncılık,Volkan Hacıoğlu,"60,00",38,"37,20",
Rumelihisarı Semtindeki Sarnıçlar,Arel Kitap,Abdullah Mehmet Avunduk,"275,00",13,"239,25",
Revdegurg,Pall Weşan,Husen Arif,"100,00",33,"67,00",
Yemişveren Felaketi,Gri Yayınevi,Can Mehmet Uyanık,"200,00",33,"134,00",
Arkadaşlığa İyi Gelen Hikayeler,Armoni Yayıncılık,Hazan Şahnaoğlu,"80,00",33,"53,60",
Bir Kadına İki Günce,Artshop Yayıncılık,Gülten Özgül,"60,00",38,"37,20",
E-Partiler Türkiye`deki Gençler Üzerinden Bir Algı Araştırması,Dorlion Yayınları,İsmail Sevinç,"129,00",38,"79,98",
Menekşe Kız,Artshop Yayıncılık,Esen Özman,"125,00",38,"77,50",
Bir Öteki Dünya Hikayesi,Kırmızı Ada Yayınları,Nevzat Sinan,"165,00",33,"110,55",
Şeva Dızen Solstise,Pall Weşan,Bilal Nergizli,"70,00",33,"46,90",
Rojnivisken Sirgüneki 1985-1999,Pall Weşan,Zinare Xamo,"150,00",33,"100,50",
Lotus`a Övgü,Artshop Yayıncılık,Uluç Bora Seven,"50,00",38,"31,00",
Vuslat Hasretle Güzel,Armoni Yayıncılık,Ertuğrul Öksüz,"180,00",33,"120,60",
Miyase Çıkmazı,Loras Kitap,Fatma Nur Uysal Pınar,"120,00",28,"86,40",
Rastlantının Böylesi,Gri Yayınevi,Metin Ağaçgözgü,"180,00",33,"120,60",
Leyla,Gri Yayınevi,Yalın Sadak,"200,00",33,"134,00",
Çalıntı Gömlek Bütün Öyküleri - 5,Loras Kitap,Gassan Kenefani,"85,00",28,"61,20",
Heft u Heşten Mirineke,Pall Weşan,İnan Eroglu,"80,00",33,"53,60",
Lerz,Pall Weşan,Qasim Piro,"110,00",33,"73,70",
Pirtuka Barane,Pall Weşan,Armin Temerzade,"65,00",33,"43,55",
Kul ve Kül,Dava Adamı Yayınları,Yasin Övüt,"60,00",28,"43,20",
İdük,İthaki Yayınları,Can Kantarcı,"110,00",45,"60,50",
Ay-Fengari Zeytin Ağacının Peşinde,Kırmızı Yayınları,Yılmaz Okyay,"199,90",18,"163,92",
Bizim Topraklarda Bir Yusuf Hikayesi Zembilfiroş,Dava Adamı Yayınları,Musab Aydın,"100,00",28,"72,00",
Notes from the Underground,Liber Publishing,Fyodor Dostoevsky,"120,00",23,"92,40",
Martin Eden,Liber Publishing,Jack London,"300,00",23,"231,00",
Bağışlanamaz Olan,İthaki Yayınları,Hüseyin Akcan,"95,00",45,"52,25",
Ormanda Macera,Mondes Yayınları,Şeyma Akkan,"200,00",28,"144,00",
Ot,Epsilon Yayınevi,Keum Suk Gendry - Kim,"395,00",40,"237,00",
Bir Çingene İki Ölü,Yazardan Direkt Yayınevi,Mustafa Angın,"200,00",33,"134,00",
Yeni Türkiye,Gufo Yayınları,Joseph C. Grew,"210,00",23,"161,70",
Erguvani Yazılar - Denemeler,Ahenk Kitap,Müştehir Karakaya,"125,00",28,"90,00",
Şuuraltı Notları - Denemeler,Ahenk Kitap,Müştehir Karakaya,"125,00",28,"90,00",
Leyla ile Mecnun,Büyüyen Ay Yayınları,Veled Çelebi İzbudak,"150,00",28,"108,00",
NasReddin,TK Yayınevi,Cem Sancar,"200,00",13,"174,00",
Kadında Güzellik ve Zarafet,Büyüyen Ay Yayınları,Alişanzade İsmail Hakkı Eldem,"85,00",28,"61,20",
Ben O Pervaneyim - ed-Dürrü’l-Masun,Büyüyen Ay Yayınları,Hüseyin Hamdi Efendi,"100,00",28,"72,00",
"Hodgam, Efendi ve O",İkinci Adam Yayınları,Recep Boz,"110,00",33,"73,70",
Sessizliğin Hafızası,İkinci Adam Yayınları,Nora Bağdasaroğlu,"110,00",33,"73,70",
Mısralarla Uzatmak,İkinci Adam Yayınları,Selma Kalyoncuoğlu,"100,00",33,"67,00",
Hakikat Çiçekleri - Ezhar-ı Hakikat,Büyüyen Ay Yayınları,Ali Emiri Efendi,"60,00",28,"43,20",
Netoçka Nezvanov,İletişim Yayınevi,Fyodor Mihayloviç Dostoyevski,"125,00",18,"102,50",
Surra Hisrete u Çend Helbesten Din,Pall Weşan,Elixane Meme,,,"120,00",
Bilinmezliği İle Güzel Hayat,İkinci Adam Yayınları,Kemal Akın,"110,00",33,"73,70",
"Olağanüstü, Sıradışı ve Mükemmel",April Yayıncılık,J. Hakan Dedeoğlu,"128,00",33,"85,76",
Firar Odası,April Yayıncılık,Megan Goldin,"225,00",33,"150,75",
Bir Ömür Böyle Geçti,İkinci Adam Yayınları,Yaşar Zırhlıoğlu,"150,00",33,"100,50",
Tao Günlükleri,Kitap Müptelası Yayınları,Oğuzhan Erdem,"258,00",23,"198,66",
Çöldeki Dehşet,İkinci Adam Yayınları,Yaşar Zırhlıoğlu,"130,00",33,"87,10",
Mekansız,İkinci Adam Yayınları,Sibel Gündüz,"100,00",33,"67,00",
Tanrı’nın Huzur Bahşettiği Shantaram,Artemis Yayınları,Gregory David Roberts,"550,00",35,"357,50",
Ay Kuşağı,İkinci Adam Yayınları,Birsel Bütün,"265,00",33,"177,55",
Kuşlar Kapımı Çalınca,Tulu Kitap,Abdurrahman Ekin,"126,00",23,"97,02",
Bir Kadın Sevdim,Kil Yayınları,Ahmet Cebe,"120,00",23,"92,40",
Günlere İnen Perde,Romanoku Yayınları,Bekir Göl,"90,00",33,"60,30",
Pakize,İkinci Adam Yayınları,İsmet Sarıkaya,"140,00",33,"93,80",
Umut Şafakta,İkinci Adam Yayınları,Gülü Mirzanlı,"100,00",33,"67,00",
Nesa - Dört Uygarlık,İkinci Adam Yayınları,Erkan Yeşil,"105,00",33,"70,35",
Her Şeye Hakkınız Olabilir Umutsuz Olmaya Asla!,Masa Kitap,Müjdat Gezen,"160,00",23,"123,20",
Küresel Edebiyat,Grafiker Yayınları,Nahide Ece Uzunyol,"300,00",23,"231,00",
Beni Özletmeyin - Türkan Saylan Destanı,Masa Kitap,Betül Şükür,"140,00",23,"107,80",
İshak Edebiyat Öykü Seçkisi 2023,Metinlerarası Kitap,Hakan Sarıpolat,"180,00",28,"129,60",
Canımın Canı,Luna Yayınları,Hatice Pekkara,"208,00",23,"160,16",
Sekvan`ın Ardından,Vesta Yayınları,Mehmet Bayram,"95,00",38,"58,90",
Sosyoçürük,Luna Yayınları,Sermed Derici,"189,00",23,"145,53",
Biz İnsanlar,Ötüken Neşriyat,Peyami Safa,"290,00",40,"174,00",
Tomris,Luna Yayınları,Nigar Bayraktar,"72,00",23,"55,44",
Kapımın Önü Uzay,Luna Yayınları,Okan Uçar,"92,00",23,"70,84",
Kaçırılan Çocuk,Kaknüs Genç,Robert Louis Stevenson,"120,00",28,"86,40",
Define Adası,Kaknüs Genç,Robert Louis Stevenson,"120,00",28,"86,40",
Kehanet 1,Athica Yayınları,Tetsuya Tsutsu,"150,00",23,"115,50",
Ayışığında Kadınlar,Kara Karga Yayınları,Ezgi Aksoy,"290,00",28,"208,80",
Twenty Thousand Leagues Under The Sea,Kaknüs Genç,Jules Verne,"120,00",28,"86,40",
Rüya,Luna Yayınları,Mert Öntemel,"75,00",23,"57,75",
Aşk Zamanı,Oleksa Yayınevi,Gül Dane Yıldız,"60,00",28,"43,20",
Ahmet Mithat Efendi Hayatı ve Hatıraları,Dorlion Yayınları,Kamil Yazgıç,"99,00",38,"61,38",
Olmaması Gereken Şeyler,Vacilando Kitap,Yiğit Koçyiğit,"110,00",33,"73,70",
Salon Mars,Siren Yayınları,Rachel Kushner,"240,00",23,"184,80",
Gülen Adam,Dorlion Yayınları,Victor Hugo,"488,00",38,"302,56",
Aşka Dair Unutturmadıklarımız Serisi,Dorlion Yayınları,Halid Ziya Uşaklıgil,"97,00",38,"60,14",
Alman Casusunun İstanbul`da Ve Anadolu`daki İstihbarat Faaliyetleri 1914-1916,Dorlion Yayınları,Kolektif,"103,00",38,"63,86",
Gençler İçin Dünya Kültürü Dünyadaki Küçük Kuzenlerimize Ziyaret -2,Dorlion Yayınları,Mary Hazelton Wade,"345,00",38,"213,90",
Sonsuzluk Bir Zamandır,Muhit Kitap,Mehmet Fatih Öz,"120,00",28,"86,40",
Auguste Comte Ve Felsefe Dersleri 1865,Dorlion Yayınları,John Stuart Mill,"113,00",38,"70,06",
Güzelsin Bütün Şehirlerden,Vova Yayınları,Kadir Yıldız,"125,00",23,"96,25",
Herkes Gittikten Sonra,Muhit Kitap,Müslim Coşkun,"130,00",28,"93,60",
Ağaçların Diyalektiği,Muhit Kitap,Murat Güzel,"120,00",28,"86,40",
Hislerin Dili,Vova Yayınları,Yusuf Tarhan,"70,00",23,"53,90",
Fuşya,Galeati Yayıncılık,Mümtaz Can,"175,00",33,"117,25",
Zürafanın Bildiği,Everest Yayınları,Gamze Güller,"95,00",35,"61,75",
Oksijen ve Rüyalar,Muhit Kitap,Ervanur Erdoğan,"130,00",28,"93,60",
51. Bölge,Everest Yayınları,Elçin Sevgi Suçin,"120,00",35,"78,00",
Korkudan da Büyük Bir Şey,Everest Yayınları,Baran Güzel,"149,00",35,"96,85",
Ata’nın Konyası,Galeati Yayıncılık,Yaşar Aladağ,"250,00",33,"167,50",
Beyaz Maske,Dorlion Yayınları,Edgar Wallace,"116,00",38,"71,92",
Gençler İçin Dünya Kültürü Dünyadaki Küçük Kuzenlerimize Ziyaret -1,Dorlion Yayınları,Mary Hazelton Wade,"328,00",38,"203,36",
Aşk Merdiveni,Vova Yayınları,Yusuf Sırtlı,"115,00",23,"88,55",
Üç Köşeli Şapka 1874,Dorlion Yayınları,Pedro Antonio de Alarcon,"116,00",38,"71,92",
Devedikeni,Başlık Yayınları,G. Şebnem Uralcan,"180,00",33,"120,60",
Unutulmuş Bir Kahraman,Olimpos Yayınları,Vanessa Len,"470,00",50,"235,00",
Issız Adada Tek Başıma,Özlem Yayınevi,Şevket Terzi,"80,00",33,"53,60",
Dokuz Buçukta Bilardo,Can Yayınları,Heinrich Böll,"150,00",40,"90,00",
Araştırma Kütüphanelerinde Hizmet Başarısının Tanımlanması,Aktif Yayınevi,Nuri Taşkın,"490,00",13,"426,30",
Bugünün Saraylsıı,İnkılap Kitabevi,Refik Halid Karay,"186,00",28,"133,92",
Deli,İnkılap Kitabevi,Refik Halid Karay,"116,00",28,"83,52",
41. Sokak,Özlem Yayınevi,Yahya Türkeli,"95,00",33,"63,65",
Kayıp Gezegenden Gelen Çocuk,Özlem Yayınevi,Yahya Türkeli,"90,00",33,"60,30",
Bir Güz Yangını,Cinius Yayınları,Nermin Yusufi,"150,00",33,"100,50",
Gurbet Hikayeleri - Yeraltında Dünya Var,İnkılap Kitabevi,Refik Halid Karay,"210,00",28,"151,20",
Gideceksen Gelme 2,Cinius Yayınları,Oktay Çınar,"175,00",33,"117,25",
Kurtuluşa Davet,Hiperlink Yayınları,Süleyman Çelebi,"240,00",23,"184,80",
Sherlock Holmes’in Maceraları,Dorlion Yayınları,Sir Arthur Conan Doyle,"103,00",38,"63,86",
Yaklaşmadan Ölüme Durdurmalı Zamanı,Yason Yayıncılık,Mehmet Sezai Keyvanoğlu,"80,00",38,"49,60",
Babalar ve Oğullar,Zeplin Kitap,İvan Turgenyev,"90,00",33,"60,30",
Hayatım ve Öykülerim,Yason Yayıncılık,Mehmet Sezai Keyvanoğlu,"108,00",38,"66,96",
Bayou Halkı,Dorlion Yayınları,Kate Chopin,"151,00",38,"93,62",
Gizemli Kadın,Dorlion Yayınları,Georges Ohnet,"233,00",38,"144,46",
Haberci Güvercin Hevalname,Navis Yayınları,Kerim Avşar,"100,00",28,"72,00",
25 Mangır,Kaknüs Genç,Feda Shtia,"150,00",28,"108,00",
Journey To The Centre Of The Earth,Kaknüs Genç,Jules Verne,"120,00",28,"86,40",
Kinnapped,Kaknüs Genç,Robert Louis Stevenson,"120,00",28,"86,40",
Garip,Sancı Yayınları,Kasım Koç,"90,00",28,"64,80",
Denizler Altında Yirmi Bin Fersah,Kaknüs Genç,Jules Verne,"120,00",28,"86,40",
Türkiye’de Başörtüsünü Çıkaran Kadınlar; Fenomenolojik Bir Durum Çalışması,Kaknüs Yayınları,Abdurrahman Yalçi,"190,00",28,"136,80",
Treasure Island,Kaknüs Genç,Robert Louis Stevenson,"120,00",28,"86,40",
Heybe,Serüven Yayınevi,Ömer Ekinci Micingirt,"198,00",38,"122,76",
Sarsılan Yaşamlar,Fa Yayınları,M.N.Ç.,"140,00",23,"107,80",
Bunu Konuşmuyorduk,Perseus,Begüm Fırat,"139,00",38,"86,18",
Üçüncü Döngü,Elpis Yayınları,Faruk Umut Küçüker,"149,00",38,"92,38",
Sadi Akatay`ın Şiirlerinden Erzurum ve Bar,Atatürk Üniversitesi Yayınları,H. Ömer Özden,"85,00",33,"56,95",
Lanetli Kalp II,Perseus,Oytun Demir,"159,00",38,"98,58",
Ya İstiklal Ya Ölüm -Fenerbahçe Harrington Kupasını Nasıl Kazandı ?,Kurmaca Akademi,Murat Şeker,"188,00",33,"125,96",
Arzın Merkezine Seyahat,Kaknüs Genç,Jules Verne,"120,00",28,"86,40",
Yeniden İbn Sina,Mana Yayınları,Muhammet Özdemir,"120,00",28,"86,40",
Musti Fiko ve Adaşlarının Curası: Kuşlarla Yolculuk,Günce Yayınları,Mustafa Duman,"180,00",23,"138,60",
Tarihi Türk Lehçelerinde Hal Ekleri,Paradigma Akademi Yayınları,İ. Gülsel Sev,"400,00",18,"328,00",
Solmuş Mürekkep İki Kitaplık Set,Ephesus Yayınları,Meryem Nart,"538,00",35,"349,70",
Ragnarok Valkürleri Cilt 5,Komikşeyler Yayıncılık,Takumi Fukui,"120,00",28,"86,40",
Yelkovana Yaslanarak,Payda Yayıncılık,Ümit Tarı,"250,00",33,"167,50",
Vampir Kanı,Everest Yayınları,Florence Marryat,"165,00",35,"107,25",
Tırtık Zor Durumda,Final Kültür Sanat Yayınları,Robert Starling,"155,00",28,"111,60",
Dünyanın Alacakaranlığı,Can Yayınları,Werner Herzog,"100,00",40,"60,00",
Şiirsiz Değiliz,Gülnar Yayınları,Levent Kürkçüoğlu,"160,00",28,"115,20",
Permafrost,Can Yayınları,Eva Baltasar,"110,00",40,"66,00",
Beyhan Saran – Sahnelere Bir Armağan,Pankuş Yayınları,Tolgahan Vurgun,"300,00",28,"216,00",
Yoz Politikacı Saptırmaları,Favori Yayınları,Çağatay Güler,"150,00",23,"115,50",
Sözcüklerin Fısıltısı,Gülnar Yayınları,Serpil Akkol,"165,00",28,"118,80",
Hukuk Mizahında Espri ve Fıkralar,Favori Yayınları,Çağatay Güler,"400,00",23,"308,00",
Suç ve Ceza,Kardelen Yayınları,Fyodor Dostoyevski,"150,00",28,"108,00",
Savaş ve Barış,Kardelen Yayınları,Tolstoy,"150,00",28,"108,00",
Son Gün,Narsist,Gülay Fırat,"80,00",33,"53,60",
İçimdeki Çingene,Favori Yayınları,A. Dersim Güler,"150,00",23,"115,50",
Duvarlar,Everest Yayınları,Caner Almaz,"149,00",35,"96,85",
"Aynanın İçi, Aynanın Dışına Karşı - Attila İlhan Üzerinden Cumhuriyet Kültür Tarihi",Abis Yayıncılık,Alper Akçam,"295,00",28,"212,40",
Osmanlıca Madde Başlıklı Ansikolopedik Divan Şiiri Sözlüğü,Kapı Yayınları,İskender Pala,"495,00",35,"321,75",
Küçük Umutlar,Everest Yayınları,Gönül Kıvılcım,"175,00",35,"113,75",
An`sızım,Karahan Kitabevi,Taylan Deprem,"115,00",23,"88,55",
Noragami 20. Cilt,Gerekli Şeyler Yayıncılık,Adaçitoka,"120,00",23,"92,40",
Gerçeğin Etiği,Epos Yayınları,Alenka Zupancic,"200,00",23,"154,00",
Zagor Klasik Maceralar Cilt 134,Lal Kitap,Jacopo Rauch,"225,00",28,"162,00",
Lanetli Lütuf,Nemesis Kitap,Emily Thiede,"248,50",40,"149,10",
Bağımlın Oldum,Od Kitap,Hamid Toprak Öztürk,"140,00",23,"107,80",
Tex Willer Sayı 12 ü El Paso del Norte,Lal Kitap,Mauro Boselli,"50,00",28,"36,00",
Martin Mystere Sayı 228 - Kafaya Dikkat,Lal Kitap,Enrico Lotti,"75,00",28,"54,00",
Kızıl Ay,Od Kitap,Kübra Çıkmaz,"200,00",23,"154,00",
Zagor Sayı 259 Kurban,Lal Kitap,Moreno Burattini,"75,00",28,"54,00",
Tex Özel Albüm 2 - Amansız,Lal Kitap,Mauro Boselli,"185,00",28,"133,20",
Dylan Dog Sayı 103 - Daisy & Queen,Lal Kitap,Giuseppe De Nardo,"75,00",28,"54,00",
Arkasya Günlükleri,Hayat Yayınları,Zümrüt Tanrıöven,"250,00",28,"180,00",
Gönlümdeki Söz Sarayı,Post Yayınevi,Mahmut Topbaşlı,"150,00",33,"100,50",
Zamanın Esrarengiz Kapıları,Cezve Çocuk,Hatice Okuducu Karadaş,"157,00",40,"94,20",
Kurtuluş Gemisi,Minber Yayınları,Halid er-Raşid,"100,00",33,"67,00",
Altın Çağ,Okutan Kitaplar,Servet Bal,"120,00",28,"86,40",
Ceres,Oleksa Yayınevi,Muammer Ay,"190,00",28,"136,80",
Ardıç Kuşu,Yenice Kitap,Fatoş Karaoğlu,"80,00",33,"53,60",
Tuz ve Soğan,Yenice Kitap,İbrahim Kurt,"80,00",33,"53,60",
Uykunun Gözleri,Banliyö Kitap,Kolektif,"78,00",23,"60,06",
Kirpi Sonic 30. Yıl Özel,Presstij Kitap,Ian Flynn,"132,00",28,"95,04",
Niran İle Ziryab,Doğu Batı Yayınları,Yücel Feyzioğlu,"230,00",23,"177,10",
Torun - Neden Bu Kadar Karanlıksın?,Memento Mori,İbrahim Yıldırım,"190,00",23,"146,30",
Prangalı Kadınlar,Baygenç Yayıncılık,Muazzez Özcan,"160,00",33,"107,20",
Ölüm Habercisi Serisi Kutulu Özel Set 2 Kitap - Ve Sonunda İkisi De Ölür - Sonunda Ölecek İlk Kişi,Pegasus Yayınları,Adam Silvera,"668,98",40,"401,39",
Sonunda Ölecek İlk Kişi,Pegasus Yayınları,Adam Silvera,"399,98",40,"239,99",
Yaban Arısı – Avrupa’da İlk Selçuklu,Dokuz Yayınları,Durdu İsmail Coşkun,"159,00",45,"87,45",
Gönülden Dile Dilden Nefsime - Ne Dersin,Doksan Dokuz Yayınları,Mehmet Şahan,"130,00",23,"100,10",
Bir Gün Düşü,Yapı Kredi Yayınları,Serdar Rifat,"100,00",35,"65,00",
Sanatçının Öyküsü,Turkuvaz Çocuk,Mazhar Alanson,"200,00",28,"144,00",
O Benim İşte,Doksan Dokuz Yayınları,Asım Güneş,"180,00",23,"138,60",
Em Jinen Serbilindin,Ceren Kitap,Elif Çolak,"100,00",33,"67,00",
The Man In The Iron Mask,Fark Yayınları,Alexandre Dumas,"365,00",33,"244,55",
Çilemiz Bitmiyor,Yakın Kitabevi,Burhan Özfatura,"200,00",23,"154,00",
Faust,Doğu Batı Yayınları,Johann Wolfgang von Goethe,"295,00",23,"227,15",
Komadaki Demokrasi,Yakın Kitabevi,Kemal Anadol,"225,00",23,"173,25",
Cumhuriyetin Yüzüncü Yılında Türkçemiz,Paradigma Akademi Yayınları,Kolektif,"450,00",18,"369,00",
Limansız Aşk,Ange Yayınları,Abdurrahman Özen,"82,00",33,"54,94",
Kırlangıçlarla Gelecek Bahar,Ceylan Yayınları,Zeynep Yeter,"180,00",33,"120,60",
Açık Perde,Ayrıkotu Yayınları,Serkan Sandıkçıoğlu,"174,00",28,"125,28",
Ada Yok Ada Olsun,Ange Yayınları,Burki Buhran,"75,00",33,"50,25",
Fırtına Fotoğrafı ve Madalyon,Ange Yayınları,Bahadır Karasulu,"75,00",33,"50,25",
Lethe 1988,Ange Yayınları,Özdener Güleryüz,"140,00",33,"93,80",
Silifke’m Lutfi Uğur Hayatı ve Şiirleri,Paradigma Akademi Yayınları,Kolektif,"100,00",18,"82,00",
Ateş Kuşu Semiha Berksoy,Kırmızı Kedi Yayınevi,Dikmen Gürün,"250,00",28,"180,00",
Zirvesine Göz Koyduğum Dağlar,Profil Kitap,Mustafa Nezihi Pesen,"150,00",28,"108,00",
Hafıza Kaydı,Profil Kitap,Yağız Gönüler,"225,00",28,"162,00",
Sil Baştan,Profil Kitap,Sadık Yalsızuçanlar,"150,00",28,"108,00",
Leoparı Kaybeden Kız,Eksik Parça Yayınları,Nizrana Farook,"129,00",28,"92,88",
Al Pacino,Profil Kitap,Lawrence Grobel,"235,00",28,"169,20",
Isırgan Otu ve Kemik,Eksik Parça Yayınları,T. Kingfisher,"179,00",28,"128,88",
Bir Spartalı’nın Kederi,Eksik Parça Yayınları,Hannah Lynn,"198,00",28,"142,56",
Casuslar - Derin Savaşın Sıra Dışı Neferleri,Profil Kitap,Atilla Akar,"270,00",28,"194,40",
Uğultu,Delice Yayınevi,Mehmet Selim Şahin,"140,00",23,"107,80",
Hiç,Çıra Yayınları,Muhammet Hanefi İspirli,"120,00",28,"86,40",
İbni Sina,Çıra Yayınları,Nazım İntepe,"200,00",28,"144,00",
Yürüyenler,Çıra Yayınları,Nazım İntepe,"150,00",28,"108,00",
Atlar Harabesi,Çıra Yayınları,Yalçın Ülker,"120,00",28,"86,40",
Bir Kılıcın Şiiri - La Seyfe İlla Zülfikar,DBY Yayınları,Hasan Kaplan,"325,00",18,"266,50",
Ben Ayşe Adile,Çıra Yayınları,Nazım İntepe,"160,00",28,"115,20",
Osmanlı’nın Dilbace’si,Çıra Yayınları,Nazım İntepe,"250,00",28,"180,00",
Seni Beklerken Ben Böyle,Çıra Yayınları,Nurettin Durman,"120,00",28,"86,40",
Sevda Çişentisi,Siyah Beyaz Yayınları,Neriman Şimşek Mıhladız,"180,00",33,"120,60",
Hayat,Çıra Yayınları,Nazım İntepe,"200,00",28,"144,00",
Miras,Nemesis Kitap,Nora Roberts,"248,50",40,"149,10",
Bizim Okul Bi’ Acayip! 17 - Tıka Basa Eğlence,Epsilon Yayınevi,Dan Gutman,"225,00",40,"135,00",
Bozkırın Sessizliği,Hazer Yayınları,Mehmet Kemal Erdoğan,"190,00",23,"146,30",
Heval 3,Aryen Yayınları,Kenan Altun,"220,00",33,"147,40",
Lora,Gülnar Yayınları,Mahmut Gökhan Akkaya,"250,00",28,"180,00",
Reşo - Yu¨reği Şefkat Dolu Bir Devrimci,Aryen Yayınları,Gu¨listan Al,"120,00",33,"80,40",
